ID,bedrooms,bathrooms,living_space,address,city,state,zipcode,latitude,longitude,property_url,price
65,3,2,1344.0,"2270 Montana Ave, South Lake Tahoe, CA 96150",South Lake Tahoe,CA,96150,38.92412,-120.00086,https://www.zillow.com/homedetails/2270-Montana-Ave-South-Lake-Tahoe-CA-96150/18573586_zpid/,600000.0
66,3,1,1096.0,"3743 Alder Ave, South Lake Tahoe, CA 96150",South Lake Tahoe,CA,96150,38.94781,-119.95225,https://www.zillow.com/homedetails/3743-Alder-Ave-South-Lake-Tahoe-CA-96150/18577336_zpid/,499000.0
67,3,3,1522.0,"497 Tahoe Keys Blvd APT 43, South Lake Tahoe, CA 96150",South Lake Tahoe,CA,96150,38.932854,-120.00431,https://www.zillow.com/homedetails/497-Tahoe-Keys-Blvd-APT-43-South-Lake-Tahoe-CA-96150/18572035_zpid/,849000.0
68,2,2,1536.0,"1080 Julie Ln SPC 71, South Lake Tahoe, CA 96150",South Lake Tahoe,CA,96150,38.907677,-120.01188,https://www.zillow.com/homedetails/1080-Julie-Ln-SPC-71-South-Lake-Tahoe-CA-96150/2111125290_zpid/,150000.0
69,3,2,1360.0,"2336 Oregon Ave, South Lake Tahoe, CA 96150",South Lake Tahoe,CA,96150,38.92391,-119.996994,https://www.zillow.com/homedetails/2336-Oregon-Ave-South-Lake-Tahoe-CA-96150/18573503_zpid/,749000.0
70,2,2,1158.0,"2480 Palmira Ave, South Lake Tahoe, CA 96150",South Lake Tahoe,CA,96150,38.923256,-119.98796,https://www.zillow.com/homedetails/2480-Palmira-Ave-South-Lake-Tahoe-CA-96150/18579566_zpid/,560000.0
71,1,1,702.0,"439 Ala Wai Blvd APT 108, South Lake Tahoe, CA 96150",South Lake Tahoe,CA,96150,38.9353,-120.00451,https://www.zillow.com/homedetails/439-Ala-Wai-Blvd-APT-108-South-Lake-Tahoe-CA-96150/18571520_zpid/,389000.0
72,5,6,3887.0,"2201 Catalina Dr, South Lake Tahoe, CA 96150",South Lake Tahoe,CA,96150,38.933613,-120.00803,https://www.zillow.com/homedetails/2201-Catalina-Dr-South-Lake-Tahoe-CA-96150/18570855_zpid/,3499000.0
73,4,3,1462.0,"3787 Forest Ave, South Lake Tahoe, CA 96150",South Lake Tahoe,CA,96150,38.949158,-119.951004,https://www.zillow.com/homedetails/3787-Forest-Ave-South-Lake-Tahoe-CA-96150/18577179_zpid/,699000.0
74,3,1,1064.0,"816 Jeffery St, South Lake Tahoe, CA 96150",South Lake Tahoe,CA,96150,38.92341,-120.001526,https://www.zillow.com/homedetails/816-Jeffery-St-South-Lake-Tahoe-CA-96150/18574149_zpid/,620000.0
75,5,6,4349.0,"2140 White Sands Dr, South Lake Tahoe, CA 96150",South Lake Tahoe,CA,96150,38.934734,-120.01333,https://www.zillow.com/homedetails/2140-White-Sands-Dr-South-Lake-Tahoe-CA-96150/18571948_zpid/,5990000.0
76,4,2,1728.0,"789 Tahoe Island Dr, South Lake Tahoe, CA 96150",South Lake Tahoe,CA,96150,38.92384,-120.00936,https://www.zillow.com/homedetails/789-Tahoe-Island-Dr-South-Lake-Tahoe-CA-96150/18573150_zpid/,739000.0
77,5,4,2960.0,"1340 Wildwood Ave, South Lake Tahoe, CA 96150",South Lake Tahoe,CA,96150,38.94015,-119.94618,https://www.zillow.com/homedetails/1340-Wildwood-Ave-South-Lake-Tahoe-CA-96150/18578443_zpid/,1435000.0
78,3,3,2470.0,"2066 Slalom Ct, South Lake Tahoe, CA 96150",South Lake Tahoe,CA,96150,38.93008,-120.012825,https://www.zillow.com/homedetails/2066-Slalom-Ct-South-Lake-Tahoe-CA-96150/79794626_zpid/,1598000.0
79,3,2,1547.0,"2278 Wyoming Ave, South Lake Tahoe, CA 96150",South Lake Tahoe,CA,96150,38.923813,-120.0001,https://www.zillow.com/homedetails/2278-Wyoming-Ave-South-Lake-Tahoe-CA-96150/18573560_zpid/,665000.0
80,3,2,1344.0,"3740 Blackwood Rd #41, South Lake Tahoe, CA 96150",South Lake Tahoe,CA,96150,38.938164,-119.95596,https://www.zillow.com/homedetails/3740-Blackwood-Rd-41-South-Lake-Tahoe-CA-96150/2066516071_zpid/,199990.0
81,2,2,840.0,"3740 Blackwood Rd #33, South Lake Tahoe, CA 96150",South Lake Tahoe,CA,96150,38.938164,-119.95596,https://www.zillow.com/homedetails/3740-Blackwood-Rd-33-South-Lake-Tahoe-CA-96150/2066519042_zpid/,149990.0
82,2,1,828.0,"2528 Kubel Ave, South Lake Tahoe, CA 96150",South Lake Tahoe,CA,96150,38.920273,-119.98189,https://www.zillow.com/homedetails/2528-Kubel-Ave-South-Lake-Tahoe-CA-96150/18580207_zpid/,470000.0
83,3,3,2286.0,"2989 Fresno Ave, South Lake Tahoe, CA 96150",South Lake Tahoe,CA,96150,38.936687,-119.98591,https://www.zillow.com/homedetails/2989-Fresno-Ave-South-Lake-Tahoe-CA-96150/69234079_zpid/,1490000.0
84,2,2,1596.0,"1154 Golden Bear Trl, South Lake Tahoe, CA 96150",South Lake Tahoe,CA,96150,38.90378,-119.976555,https://www.zillow.com/homedetails/1154-Golden-Bear-Trl-South-Lake-Tahoe-CA-96150/18600879_zpid/,649950.0
85,1,1,567.0,"856 Stateline Ave, South Lake Tahoe, CA 96150",South Lake Tahoe,CA,96150,38.961,-119.94715,https://www.zillow.com/homedetails/856-Stateline-Ave-South-Lake-Tahoe-CA-96150/18578873_zpid/,795000.0
86,6,4,2436.0,"2492 Palmira Ave, South Lake Tahoe, CA 96150",South Lake Tahoe,CA,96150,38.923557,-119.987366,https://www.zillow.com/homedetails/2492-Palmira-Ave-South-Lake-Tahoe-CA-96150/195375276_zpid/,770000.0
87,7,6,2879.0,"3121 Pasadena Ave, South Lake Tahoe, CA 96150",South Lake Tahoe,CA,96150,38.941795,-119.98043,https://www.zillow.com/homedetails/3121-Pasadena-Ave-South-Lake-Tahoe-CA-96150/2140554560_zpid/,1150000.0
88,4,3,3136.0,"741 Lakeview Ave, South Lake Tahoe, CA 96150",South Lake Tahoe,CA,96150,38.94353,-119.988754,https://www.zillow.com/homedetails/741-Lakeview-Ave-South-Lake-Tahoe-CA-96150/18575974_zpid/,4250000.0
89,3,3,1253.0,"1129 Martin Ave, South Lake Tahoe, CA 96150",South Lake Tahoe,CA,96150,38.924778,-119.97859,https://www.zillow.com/homedetails/1129-Martin-Ave-South-Lake-Tahoe-CA-96150/195375900_zpid/,649950.0
90,4,2,2068.0,"2290 Marshall Trl, South Lake Tahoe, CA 96150",South Lake Tahoe,CA,96150,38.900997,-119.96489,https://www.zillow.com/homedetails/2290-Marshall-Trl-South-Lake-Tahoe-CA-96150/18575773_zpid/,899000.0
91,4,3,1483.0,"708 Tahoe Island Dr, South Lake Tahoe, CA 96150",South Lake Tahoe,CA,96150,38.924953,-120.012505,https://www.zillow.com/homedetails/708-Tahoe-Island-Dr-South-Lake-Tahoe-CA-96150/18573084_zpid/,629900.0
92,4,3,2560.0,"875 Clement St, South Lake Tahoe, CA 96150",South Lake Tahoe,CA,96150,38.91411,-120.012115,https://www.zillow.com/homedetails/875-Clement-St-South-Lake-Tahoe-CA-96150/18572627_zpid/,899000.0
93,2,2,1080.0,"3591 Bill Ave, South Lake Tahoe, CA 96150",South Lake Tahoe,CA,96150,38.946247,-119.95944,https://www.zillow.com/homedetails/3591-Bill-Ave-South-Lake-Tahoe-CA-96150/195372427_zpid/,599000.0
94,4,2,1512.0,"703-610 Termo Grasshopper Rd, Termo, CA 96132",Termo,CA,96132,40.81837,-120.58418,https://www.zillow.com/homedetails/703-610-Termo-Grasshopper-Rd-Termo-CA-96132/2065425583_zpid/,295000.0
95,2,2,960.0,"308 Main St, Calpine, CA 96124",Calpine,CA,96124,39.665066,-120.44123,https://www.zillow.com/homedetails/308-Main-St-Calpine-CA-96124/15253199_zpid/,215000.0
96,2,2,960.0,"308 Main St #1, Calpine, CA 96124",Calpine,CA,96124,39.665066,-120.44123,https://www.zillow.com/homedetails/308-Main-St-1-Calpine-CA-96124/2064139723_zpid/,215000.0
97,1,1,1296.0,"107 Sierra Dr, Calpine, CA 96124",Calpine,CA,96124,39.66271,-120.44398,https://www.zillow.com/homedetails/107-Sierra-Dr-Calpine-CA-96124/15253322_zpid/,495000.0
98,2,1,742.0,"318 Coates Ave #1, Calpine, CA 96124",Calpine,CA,96124,39.665405,-120.44271,https://www.zillow.com/homedetails/318-Coates-Ave-1-Calpine-CA-96124/2064331651_zpid/,245000.0
99,2,1,742.0,"318 Coates Ave, Calpine, CA 96124",Calpine,CA,96124,39.665405,-120.44271,https://www.zillow.com/homedetails/318-Coates-Ave-Calpine-CA-96124/15253180_zpid/,245000.0
100,2,1,1056.0,"721-721 Center Rd #655, Litchfield, CA 96117",Litchfield,CA,96117,40.383064,-120.38769,https://www.zillow.com/homedetails/721-721-Center-Rd-655-Litchfield-CA-96117/2065445155_zpid/,225000.0
101,3,2,2580.0,"721-721 Center Rd #605, Litchfield, CA 96117",Litchfield,CA,96117,40.397266,-120.4693,https://www.zillow.com/homedetails/721-721-Center-Rd-605-Litchfield-CA-96117/2066487666_zpid/,450000.0
102,3,2,1800.0,"205 Belfast Rd #480, Litchfield, CA 96117",Litchfield,CA,96117,40.439747,-120.45794,https://www.zillow.com/homedetails/205-Belfast-Rd-480-Litchfield-CA-96117/2066349137_zpid/,3333000.0
103,2,2,1320.0,"133 Graeagle Meadows Rd #133, Blairsden Graeagle, CA 96103",Blairsden Graeagle,CA,96103,39.764343,-120.61196,https://www.zillow.com/homedetails/133-Graeagle-Meadows-Rd-133-Blairsden-Graeagle-CA-96103/2064102426_zpid/,410000.0
104,3,3,1536.0,"59854 Highway 70, Cromberg, CA 96103",Cromberg,CA,96103,39.858955,-120.69103,https://www.zillow.com/homedetails/59854-Highway-70-Cromberg-CA-96103/112412133_zpid/,629000.0
105,4,3,2192.0,"69332 Porcupine Rd, Graeagle, CA 96103",Graeagle,CA,96103,39.778816,-120.58334,https://www.zillow.com/homedetails/69332-Porcupine-Rd-Graeagle-CA-96103/222965710_zpid/,489000.0
106,2,2,1736.0,"58880 Don Nelson Ln, Cromberg, CA 96103",Cromberg,CA,96103,39.879696,-120.71149,https://www.zillow.com/homedetails/58880-Don-Nelson-Ln-Cromberg-CA-96103/125095438_zpid/,599000.0
107,2,2,1314.0,"63 Graeagle Meadows Rd, Graeagle, CA 96103",Graeagle,CA,96103,39.764652,-120.61131,https://www.zillow.com/homedetails/63-Graeagle-Meadows-Rd-Graeagle-CA-96103/112419682_zpid/,398000.0
108,4,2,2426.0,"69180 Porcupine Rd, Blairsden, CA 96103",Blairsden,CA,96103,39.77684,-120.583145,https://www.zillow.com/homedetails/69180-Porcupine-Rd-Blairsden-CA-96103/52927830_zpid/,545000.0
109,4,3,2628.0,"58917 Old Stage Rd, Cromberg, CA 96103",Cromberg,CA,96103,39.876556,-120.715225,https://www.zillow.com/homedetails/58917-Old-Stage-Rd-Cromberg-CA-96103/299999991_zpid/,499000.0
110,3,2,1371.0,"69440 Mohawk Vista Dr, Blairsden, CA 96103",Blairsden,CA,96103,39.77615,-120.5765,https://www.zillow.com/homedetails/69440-Mohawk-Vista-Dr-Blairsden-CA-96103/112428388_zpid/,369000.0
111,7,5,6150.0,"1200 Golden Feather Ranch Rd, Blairsden Graeagle, CA 96103",Blairsden Graeagle,CA,96103,39.8628,-120.744354,https://www.zillow.com/homedetails/1200-Golden-Feather-Ranch-Rd-Blairsden-Graeagle-CA-96103/52927735_zpid/,3250000.0
112,4,4,2072.0,"59230 Overload Rd, Cromberg, CA 96103",Cromberg,CA,96103,39.867996,-120.69763,https://www.zillow.com/homedetails/59230-Overload-Rd-Cromberg-CA-96103/241662213_zpid/,431500.0
113,7,6,6000.0,"1200-1200 Golden Feather Ranch Rd #1101, Blairsden Graeagle, CA 96103",Blairsden Graeagle,CA,96103,39.862103,-120.73534,https://www.zillow.com/homedetails/1200-1200-Golden-Feather-Ranch-Rd-1101-Blairsden-Graeagle-CA-96103/2075662304_zpid/,3250000.0
114,2,2,1362.0,"15 Sharron Ct, Weaverville, CA 96093",Weaverville,CA,96093,40.729763,-122.937065,https://www.zillow.com/homedetails/15-Sharron-Ct-Weaverville-CA-96093/334060081_zpid/,60000.0
115,3,2,1260.0,"771 Elderberry Rd, Weaverville, CA 96093",Weaverville,CA,96093,40.715027,-122.89102,https://www.zillow.com/homedetails/771-Elderberry-Rd-Weaverville-CA-96093/2064100189_zpid/,725000.0
116,2,2,2304.0,"1907 Union Ridge Rd, Weaverville, CA 96093",Weaverville,CA,96093,40.74783,-122.87442,https://www.zillow.com/homedetails/1907-Union-Ridge-Rd-Weaverville-CA-96093/334064289_zpid/,325000.0
117,2,1,843.0,"21 Brooktree Way, Weaverville, CA 96093",Weaverville,CA,96093,40.729385,-122.946075,https://www.zillow.com/homedetails/21-Brooktree-Way-Weaverville-CA-96093/16208102_zpid/,249900.0
118,3,2,2300.0,"45 Oak Shadow Rd, Weaverville, CA 96093",Weaverville,CA,96093,40.76464,-122.91592,https://www.zillow.com/homedetails/45-Oak-Shadow-Rd-Weaverville-CA-96093/2064356127_zpid/,449000.0
119,2,2,1660.0,"35 Taylor St, Weaverville, CA 96093",Weaverville,CA,96093,40.735474,-122.93991,https://www.zillow.com/homedetails/35-Taylor-St-Weaverville-CA-96093/334060170_zpid/,339000.0
120,2,1,1400.0,"211 Goa Way, Weaverville, CA 96093",Weaverville,CA,96093,40.81029,-122.88829,https://www.zillow.com/homedetails/211-Goa-Way-Weaverville-CA-96093/334061149_zpid/,399000.0
121,4,2,2763.0,"80 Grandview Dr, Weaverville, CA 96093",Weaverville,CA,96093,40.725117,-122.9228,https://www.zillow.com/homedetails/80-Grandview-Dr-Weaverville-CA-96093/334063954_zpid/,545900.0
122,3,2,1710.0,"948 Dutch Ln, Weaverville, CA 96093",Weaverville,CA,96093,40.726875,-122.971306,https://www.zillow.com/homedetails/948-Dutch-Ln-Weaverville-CA-96093/334064243_zpid/,675000.0
123,4,1,1711.0,"180 Glen Rd, Weaverville, CA 96093",Weaverville,CA,96093,40.721184,-122.93212,https://www.zillow.com/homedetails/180-Glen-Rd-Weaverville-CA-96093/16213282_zpid/,285000.0
124,1,1,1100.0,"10 Wild Rose Ln, Weaverville, CA 96093",Weaverville,CA,96093,40.7025,-122.94869,https://www.zillow.com/homedetails/10-Wild-Rose-Ln-Weaverville-CA-96093/334063725_zpid/,295000.0
125,2,2,1176.0,"3660 Little Browns Creek Rd, Weaverville, CA 96093",Weaverville,CA,96093,40.73211,-122.89359,https://www.zillow.com/homedetails/3660-Little-Browns-Creek-Rd-Weaverville-CA-96093/2066518358_zpid/,375000.0
126,3,2,1860.0,"121 Fairway Dr, Weaverville, CA 96093",Weaverville,CA,96093,40.719925,-122.931274,https://www.zillow.com/homedetails/121-Fairway-Dr-Weaverville-CA-96093/334064159_zpid/,420000.0
127,2,1,900.0,"75 Hart St, Weaverville, CA 96093",Weaverville,CA,96093,40.727985,-122.947945,https://www.zillow.com/homedetails/75-Hart-St-Weaverville-CA-96093/2080438202_zpid/,250000.0
128,2,2,1800.0,"211 Hanover St, Weaverville, CA 96093",Weaverville,CA,96093,40.73165,-122.94457,https://www.zillow.com/homedetails/211-Hanover-St-Weaverville-CA-96093/334060074_zpid/,343000.0
129,3,2,1808.0,"110 Boudreaux Rd, Weaverville, CA 96093",Weaverville,CA,96093,40.71609,-122.92368,https://www.zillow.com/homedetails/110-Boudreaux-Rd-Weaverville-CA-96093/16213341_zpid/,395000.0
130,3,2,2700.0,"81 Squires Ln, Weaverville, CA 96093",Weaverville,CA,96093,40.742325,-122.92123,https://www.zillow.com/homedetails/81-Squires-Ln-Weaverville-CA-96093/2069793974_zpid/,899000.0
131,3,4,3055.0,"131 E Weaver Creek Rd, Weaverville, CA 96093",Weaverville,CA,96093,40.75368,-122.918976,https://www.zillow.com/homedetails/131-E-Weaver-Creek-Rd-Weaverville-CA-96093/16209884_zpid/,580000.0
132,3,2,1378.0,"52331 Highway 96, Seiad Valley, CA 96086",Seiad Valley,CA,96086,41.86663,-123.3113,https://www.zillow.com/homedetails/52331-Highway-96-Seiad-Valley-CA-96086/15968813_zpid/,220000.0
133,2,2,2100.0,"732 Grider Creek Rd, Seiad Valley, CA 96086",Seiad Valley,CA,96086,41.82777,-123.182495,https://www.zillow.com/homedetails/732-Grider-Creek-Rd-Seiad-Valley-CA-96086/15968534_zpid/,529000.0
134,3,3,1840.0,"5614 Deer Creek Rd, Mount Shasta, CA 96067",Mount Shasta,CA,96067,41.36854,-122.40063,https://www.zillow.com/homedetails/5614-Deer-Creek-Rd-Mount-Shasta-CA-96067/15971409_zpid/,525000.0
135,3,2,1332.0,"205 Perry Ave, Mount Shasta, CA 96067",Mount Shasta,CA,96067,41.30757,-122.309105,https://www.zillow.com/homedetails/205-Perry-Ave-Mount-Shasta-CA-96067/15979980_zpid/,412000.0
136,3,1,1204.0,"213 Merritt Ave, Mount Shasta, CA 96067",Mount Shasta,CA,96067,41.306694,-122.30866,https://www.zillow.com/homedetails/213-Merritt-Ave-Mount-Shasta-CA-96067/15980012_zpid/,339000.0
137,3,2,1788.0,"835 Davis Place Rd, Mount Shasta, CA 96067",Mount Shasta,CA,96067,41.340813,-122.359924,https://www.zillow.com/homedetails/835-Davis-Place-Rd-Mount-Shasta-CA-96067/15973652_zpid/,575000.0
138,4,3,3240.0,"1710 Eddy Dr, Mount Shasta, CA 96067",Mount Shasta,CA,96067,41.303043,-122.29137,https://www.zillow.com/homedetails/1710-Eddy-Dr-Mount-Shasta-CA-96067/15974827_zpid/,997000.0
139,3,2,1836.0,"2725 Pine Grove Dr, Mount Shasta, CA 96067",Mount Shasta,CA,96067,41.336285,-122.34562,https://www.zillow.com/homedetails/2725-Pine-Grove-Dr-Mount-Shasta-CA-96067/300012316_zpid/,629500.0
140,3,2,2196.0,"1615 Shasta Acres Rd, Mount Shasta, CA 96067",Mount Shasta,CA,96067,41.314053,-122.28787,https://www.zillow.com/homedetails/1615-Shasta-Acres-Rd-Mount-Shasta-CA-96067/15974767_zpid/,659000.0
141,3,2,2016.0,"1536 N Old Stage Rd, Mount Shasta, CA 96067",Mount Shasta,CA,96067,41.32499,-122.34407,https://www.zillow.com/homedetails/1536-N-Old-Stage-Rd-Mount-Shasta-CA-96067/15973827_zpid/,569000.0
142,3,2,1835.0,"2338 Jakes Pl, Mount Shasta, CA 96067",Mount Shasta,CA,96067,41.279556,-122.31191,https://www.zillow.com/homedetails/2338-Jakes-Pl-Mount-Shasta-CA-96067/15974431_zpid/,259000.0
143,4,3,1980.0,"4631 N Old Stage Rd, Mount Shasta, CA 96067",Mount Shasta,CA,96067,41.35573,-122.376076,https://www.zillow.com/homedetails/4631-N-Old-Stage-Rd-Mount-Shasta-CA-96067/15971350_zpid/,519000.0
144,3,3,2346.0,"190 Kinkade Ct, Mount Shasta, CA 96067",Mount Shasta,CA,96067,41.3447,-122.32037,https://www.zillow.com/homedetails/190-Kinkade-Ct-Mount-Shasta-CA-96067/300005693_zpid/,775000.0
145,4,2,2400.0,"618 Wisner Rd, Mount Shasta, CA 96067",Mount Shasta,CA,96067,41.331963,-122.34512,https://www.zillow.com/homedetails/618-Wisner-Rd-Mount-Shasta-CA-96067/15973728_zpid/,499000.0
146,3,3,1348.0,"1543 Village Way, Mount Shasta, CA 96067",Mount Shasta,CA,96067,41.298557,-122.30314,https://www.zillow.com/homedetails/1543-Village-Way-Mount-Shasta-CA-96067/15980644_zpid/,449000.0
147,3,3,2167.0,"1517 Eddy Dr, Mount Shasta, CA 96067",Mount Shasta,CA,96067,41.304443,-122.2952,https://www.zillow.com/homedetails/1517-Eddy-Dr-Mount-Shasta-CA-96067/15974806_zpid/,639000.0
148,3,2,1646.0,"819 Butte Ave, Mount Shasta, CA 96067",Mount Shasta,CA,96067,41.325092,-122.30763,https://www.zillow.com/homedetails/819-Butte-Ave-Mount-Shasta-CA-96067/15974704_zpid/,398000.0
149,3,3,2037.0,"1533 W A Barr Rd, Mount Shasta, CA 96067",Mount Shasta,CA,96067,41.291386,-122.32226,https://www.zillow.com/homedetails/1533-W-A-Barr-Rd-Mount-Shasta-CA-96067/15974399_zpid/,479000.0
150,3,2,1132.0,"1955 Susquehana Dr, South Lake Tahoe, CA 96150",South Lake Tahoe,CA,96150,38.89034,-119.97964,https://www.zillow.com/homedetails/1955-Susquehana-Dr-South-Lake-Tahoe-CA-96150/18600526_zpid/,659000.0
151,4,3,2280.0,"3852 Private Rd, South Lake Tahoe, CA 96150",South Lake Tahoe,CA,96150,38.941906,-119.942535,https://www.zillow.com/homedetails/3852-Private-Rd-South-Lake-Tahoe-CA-96150/18578820_zpid/,1199000.0
152,4,2,1176.0,"619 Everitt Memorial Hwy, Mount Shasta, CA 96067",Mount Shasta,CA,96067,41.320156,-122.30669,https://www.zillow.com/homedetails/619-Everitt-Memorial-Hwy-Mount-Shasta-CA-96067/15980260_zpid/,389000.0
153,3,1,1144.0,"1766 Southern Pines Dr, South Lake Tahoe, CA 96150",South Lake Tahoe,CA,96150,38.86161,-120.00877,https://www.zillow.com/homedetails/1766-Southern-Pines-Dr-South-Lake-Tahoe-CA-96150/18584661_zpid/,629000.0
154,4,3,2997.0,"1540 Highland Dr, Mount Shasta, CA 96067",Mount Shasta,CA,96067,41.32763,-122.33767,https://www.zillow.com/homedetails/1540-Highland-Dr-Mount-Shasta-CA-96067/15974253_zpid/,650000.0
155,3,2,1600.0,"1522 Tionontati St, South Lake Tahoe, CA 96150",South Lake Tahoe,CA,96150,38.869938,-119.9958,https://www.zillow.com/homedetails/1522-Tionontati-St-South-Lake-Tahoe-CA-96150/18601036_zpid/,829000.0
156,3,3,1478.0,"1209 Timber Ln, South Lake Tahoe, CA 96150",South Lake Tahoe,CA,96150,38.946144,-119.94256,https://www.zillow.com/homedetails/1209-Timber-Ln-South-Lake-Tahoe-CA-96150/18578802_zpid/,999000.0
157,4,3,1858.0,"1861 Weir Way, South Lake Tahoe, CA 96150",South Lake Tahoe,CA,96150,38.927902,-120.02161,https://www.zillow.com/homedetails/1861-Weir-Way-South-Lake-Tahoe-CA-96150/18571848_zpid/,998000.0
158,3,2,1152.0,"1851 Susquehana Dr, South Lake Tahoe, CA 96150",South Lake Tahoe,CA,96150,38.893215,-119.97696,https://www.zillow.com/homedetails/1851-Susquehana-Dr-South-Lake-Tahoe-CA-96150/18600469_zpid/,670000.0
159,4,3,2380.0,"557 Anita Dr, South Lake Tahoe, CA 96150",South Lake Tahoe,CA,96150,38.92583,-120.017876,https://www.zillow.com/homedetails/557-Anita-Dr-South-Lake-Tahoe-CA-96150/18572665_zpid/,1349000.0
160,3,2,975.0,"508 McCloud Ave, Mount Shasta, CA 96067",Mount Shasta,CA,96067,41.3126,-122.3051,https://www.zillow.com/homedetails/508-McCloud-Ave-Mount-Shasta-CA-96067/15980069_zpid/,399000.0
161,4,4,7564.0,"4620 W A Barr Rd, Mount Shasta, CA 96067",Mount Shasta,CA,96067,41.274323,-122.36054,https://www.zillow.com/homedetails/4620-W-A-Barr-Rd-Mount-Shasta-CA-96067/69029115_zpid/,5999999.0
162,3,3,2290.0,"1836 Grizzly Mountain Dr, South Lake Tahoe, CA 96150",South Lake Tahoe,CA,96150,38.869053,-120.03649,https://www.zillow.com/homedetails/1836-Grizzly-Mountain-Dr-South-Lake-Tahoe-CA-96150/18582159_zpid/,925000.0
163,3,2,1588.0,"615 Big Canyon Dr, Mount Shasta, CA 96067",Mount Shasta,CA,96067,41.281994,-122.29433,https://www.zillow.com/homedetails/615-Big-Canyon-Dr-Mount-Shasta-CA-96067/89037112_zpid/,495000.0
164,2,1,816.0,"1890 Haidas Cir, South Lake Tahoe, CA 96150",South Lake Tahoe,CA,96150,38.855904,-120.00506,https://www.zillow.com/homedetails/1890-Haidas-Cir-South-Lake-Tahoe-CA-96150/18583427_zpid/,529000.0
165,2,2,2639.0,"1707 Laura Marie Ln, Mount Shasta, CA 96067",Mount Shasta,CA,96067,41.329933,-122.3443,https://www.zillow.com/homedetails/1707-Laura-Marie-Ln-Mount-Shasta-CA-96067/89037518_zpid/,730000.0
166,2,1,1024.0,"728 Nahane Dr, South Lake Tahoe, CA 96150",South Lake Tahoe,CA,96150,38.836197,-120.02887,https://www.zillow.com/homedetails/728-Nahane-Dr-South-Lake-Tahoe-CA-96150/18585188_zpid/,649000.0
167,4,4,3155.0,"1200 W A Barr Rd, Mount Shasta, CA 96067",Mount Shasta,CA,96067,41.295322,-122.32221,https://www.zillow.com/homedetails/1200-W-A-Barr-Rd-Mount-Shasta-CA-96067/15974496_zpid/,935000.0
168,2,2,2204.0,"400 Microwave Rd, Mount Shasta, CA 96067",Mount Shasta,CA,96067,41.276752,-122.24267,https://www.zillow.com/homedetails/400-Microwave-Rd-Mount-Shasta-CA-96067/336925444_zpid/,314900.0
169,3,2,1471.0,"1536 Oglala Ct, South Lake Tahoe, CA 96150",South Lake Tahoe,CA,96150,38.86053,-120.00096,https://www.zillow.com/homedetails/1536-Oglala-Ct-South-Lake-Tahoe-CA-96150/18584446_zpid/,799000.0
170,3,3,2373.0,"1978 Kokanee Way, South Lake Tahoe, CA 96150",South Lake Tahoe,CA,96150,38.932007,-120.016815,https://www.zillow.com/homedetails/1978-Kokanee-Way-South-Lake-Tahoe-CA-96150/18571417_zpid/,1690000.0
171,3,3,2730.0,"601 Spring Creek Rd, Mount Shasta, CA 96067",Mount Shasta,CA,96067,41.316723,-122.32826,https://www.zillow.com/homedetails/601-Spring-Creek-Rd-Mount-Shasta-CA-96067/15973988_zpid/,865000.0
172,5,4,2775.0,"1946 Nez Perce Dr, South Lake Tahoe, CA 96150",South Lake Tahoe,CA,96150,38.859146,-120.038635,https://www.zillow.com/homedetails/1946-Nez-Perce-Dr-South-Lake-Tahoe-CA-96150/95425484_zpid/,1595000.0
173,3,3,2420.0,"1835 Venice Dr, South Lake Tahoe, CA 96150",South Lake Tahoe,CA,96150,38.929237,-120.02194,https://www.zillow.com/homedetails/1835-Venice-Dr-South-Lake-Tahoe-CA-96150/18571786_zpid/,2175000.0
174,3,2,1728.0,"1724 Bakersfield St, South Lake Tahoe, CA 96150",South Lake Tahoe,CA,96150,38.862183,-120.019646,https://www.zillow.com/homedetails/1724-Bakersfield-St-South-Lake-Tahoe-CA-96150/18584739_zpid/,789000.0
175,5,3,3550.0,"600 N Mount Shasta Blvd, Mount Shasta, CA 96067",Mount Shasta,CA,96067,41.316395,-122.31593,https://www.zillow.com/homedetails/600-N-Mount-Shasta-Blvd-Mount-Shasta-CA-96067/89036732_zpid/,475000.0
176,4,2,1728.0,"580 Kiowa Dr, South Lake Tahoe, CA 96150",South Lake Tahoe,CA,96150,38.863483,-120.039696,https://www.zillow.com/homedetails/580-Kiowa-Dr-South-Lake-Tahoe-CA-96150/18583076_zpid/,849999.0
177,2,2,1060.0,"791 Zuni St, South Lake Tahoe, CA 96150",South Lake Tahoe,CA,96150,38.872177,-120.03303,https://www.zillow.com/homedetails/791-Zuni-St-South-Lake-Tahoe-CA-96150/18582005_zpid/,635000.0
178,2,2,1056.0,"1798 Saponi St, South Lake Tahoe, CA 96150",South Lake Tahoe,CA,96150,38.862804,-119.99624,https://www.zillow.com/homedetails/1798-Saponi-St-South-Lake-Tahoe-CA-96150/18584543_zpid/,589000.0
179,3,3,1708.0,"5243 Woodside Ct, Mount Shasta, CA 96067",Mount Shasta,CA,96067,41.36391,-122.39694,https://www.zillow.com/homedetails/5243-Woodside-Ct-Mount-Shasta-CA-96067/15971694_zpid/,589000.0
